,Year,Round,Region Number,Region Name,SeedA,ScoreA,TeamA,TeamB,ScoreB,SeedB
443,2008,4,3,South,1,85,Memphis,Texas,67,2
444,2008,4,4,West,1,76,UCLA,Xavier,57,3
445,2008,5,1,Final Four,1,84,Kansas,North Carolina,66,1
446,2008,5,2,Final Four,1,63,UCLA,Memphis,78,1
447,2008,6,1,Championship,1,68,Memphis,Kansas,75,1
448,2009,0,0,First Four,16,43,Alabama St,Morehead St,58,16
449,2009,1,1,Midwest,1,74,Louisville,Morehead St,54,16
450,2009,1,1,Midwest,2,77,Michigan St,Robert Morris,62,15
451,2009,1,1,Midwest,3,84,Kansas,North Dakota St,74,14
452,2009,1,1,Midwest,4,69,Wake Forest,Cleveland St,84,13
453,2009,1,1,Midwest,5,71,Utah,Arizona,84,12
454,2009,1,1,Midwest,6,60,West Virginia,Dayton,68,11
455,2009,1,1,Midwest,7,55,Boston College,USC,72,10
456,2009,1,1,Midwest,8,72,Ohio St,Siena,74,9
457,2009,1,2,West,1,103,Connecticut,Chattanooga,47,16
458,2009,1,2,West,2,81,Memphis,Cal St Northridge,70,15
459,2009,1,2,West,3,78,Missouri,Cornell,59,14
460,2009,1,2,West,4,71,Washington,Mississippi St,58,13
461,2009,1,2,West,5,61,Purdue,Northern Iowa,56,12
462,2009,1,2,West,6,58,Marquette,Utah St,57,11
463,2009,1,2,West,7,71,California,Maryland,84,10
464,2009,1,2,West,8,66,BYU,Texas A&M,79,9
465,2009,1,3,East,1,72,Pittsburgh,East Tennessee St,62,16
466,2009,1,3,East,2,85,Duke,Binghamton,62,15
467,2009,1,3,East,3,80,Villanova,American,67,14
468,2009,1,3,East,4,77,Xavier,Portland St,59,13
469,2009,1,3,East,5,59,Florida St,Wisconsin,61,12
470,2009,1,3,East,6,65,UCLA,VCU,64,11
471,2009,1,3,East,7,76,Texas,Minnesota,62,10
472,2009,1,3,East,8,77,Oklahoma St,Tennessee,75,9
473,2009,1,4,South,1,101,North Carolina,Radford,58,16
474,2009,1,4,South,2,82,Oklahoma,Morgan St,54,15
475,2009,1,4,South,3,59,Syracuse,Stephen F Austin,44,14
476,2009,1,4,South,4,77,Gonzaga,Akron,64,13
477,2009,1,4,South,5,72,Illinois,Western Kentucky,76,12
478,2009,1,4,South,6,66,Arizona St,Temple,57,11
479,2009,1,4,South,7,59,Clemson,Michigan,62,10
480,2009,1,4,South,8,75,LSU,Butler,71,9
481,2009,2,1,Midwest,1,79,Louisville,Siena,72,9
482,2009,2,1,Midwest,2,74,Michigan St,USC,69,10
483,2009,2,1,Midwest,3,60,Kansas,Dayton,43,11
484,2009,2,1,Midwest,12,71,Arizona,Cleveland St,57,13
485,2009,2,2,West,1,92,Connecticut,Texas A&M,66,9
486,2009,2,2,West,2,89,Memphis,Maryland,70,10
487,2009,2,2,West,3,83,Missouri,Marquette,79,6
488,2009,2,2,West,4,74,Washington,Purdue,76,5
489,2009,2,3,East,1,84,Pittsburgh,Oklahoma St,76,8
490,2009,2,3,East,2,74,Duke,Texas,69,7
491,2009,2,3,East,3,89,Villanova,UCLA,69,6
492,2009,2,3,East,4,60,Xavier,Wisconsin,49,12
493,2009,2,4,South,1,84,North Carolina,LSU,70,8
494,2009,2,4,South,2,73,Oklahoma,Michigan,63,10
495,2009,2,4,South,3,78,Syracuse,Arizona St,67,6
496,2009,2,4,South,4,83,Gonzaga,Western Kentucky,81,12
497,2009,3,1,Midwest,1,103,Louisville,Arizona,64,12
498,2009,3,1,Midwest,2,67,Michigan St,Kansas,62,3
499,2009,3,2,West,1,72,Connecticut,Purdue,60,5
500,2009,3,2,West,2,91,Memphis,Missouri,102,3
501,2009,3,3,East,1,60,Pittsburgh,Xavier,55,4
502,2009,3,3,East,2,54,Duke,Villanova,77,3
503,2009,3,4,South,1,98,North Carolina,Gonzaga,77,4
504,2009,3,4,South,2,84,Oklahoma,Syracuse,71,3
505,2009,4,1,Midwest,1,52,Louisville,Michigan St,64,2
506,2009,4,2,West,1,82,Connecticut,Missouri,75,3
507,2009,4,3,East,1,76,Pittsburgh,Villanova,78,3
508,2009,4,4,South,1,72,North Carolina,Oklahoma,60,2
509,2009,5,1,Final Four,1,73,Connecticut,Michigan St,82,2
510,2009,5,2,Final Four,1,83,North Carolina,Villanova,69,3
511,2009,6,1,Championship,1,89,North Carolina,Michigan St,72,2
512,2010,0,0,First Four,16,61,Arkansas Pine Bluff,Winthrop,44,16
513,2010,1,1,Midwest,1,90,Kansas,Lehigh,74,16
514,2010,1,1,Midwest,2,68,Ohio St,Santa Barbara,51,15
515,2010,1,1,Midwest,3,83,Georgetown,Ohio,97,14
516,2010,1,1,Midwest,4,89,Maryland,Houston,77,13
517,2010,1,1,Midwest,5,70,Michigan St,New Mexico St,67,12
518,2010,1,1,Midwest,6,62,Tennessee,San Diego St,59,11
519,2010,1,1,Midwest,7,59,Oklahoma St,Georgia Tech,64,10
520,2010,1,1,Midwest,8,66,UNLV,Northern Iowa,69,9
521,2010,1,2,West,1,79,Syracuse,Vermont,56,16
522,2010,1,2,West,2,82,Kansas St,North Texas,62,15
523,2010,1,2,West,3,89,Pittsburgh,Oakland,66,14
524,2010,1,2,West,4,65,Vanderbilt,Murray St,66,13
525,2010,1,2,West,5,77,Butler,UTEP,59,12
526,2010,1,2,West,6,65,Xavier,Minnesota,54,11
527,2010,1,2,West,7,99,BYU,Florida,92,10
528,2010,1,2,West,8,67,Gonzaga,Florida St,60,9
529,2010,1,3,East,1,100,Kentucky,East Tennessee St,71,16
530,2010,1,3,East,2,77,West Virginia,Morgan St,50,15
531,2010,1,3,East,3,62,New Mexico,Montana,57,14
532,2010,1,3,East,4,53,Wisconsin,Wofford,49,13
533,2010,1,3,East,5,65,Temple,Cornell,78,12
534,2010,1,3,East,6,78,Marquette,Washington,80,11
535,2010,1,3,East,7,78,Clemson,Missouri,86,10
536,2010,1,3,East,8,80,Texas,Wake Forest,81,9
537,2010,1,4,South,1,73,Duke,Arkansas Pine Bluff,44,16
538,2010,1,4,South,2,73,Villanova,Robert Morris,70,15
539,2010,1,4,South,3,68,Baylor,Sam Houston St,59,14
540,2010,1,4,South,4,72,Purdue,Siena,64,13
541,2010,1,4,South,5,69,Texas A&M,Utah St,53,12
542,2010,1,4,South,6,50,Notre Dame,Old Dominion,51,11
543,2010,1,4,South,7,71,Richmond,St Marys,80,10
544,2010,1,4,South,8,77,California,Louisville,62,9
545,2010,2,1,Midwest,1,67,Kansas,Northern Iowa,69,9
546,2010,2,1,Midwest,2,75,Ohio St,Georgia Tech,66,10
547,2010,2,1,Midwest,6,83,Tennessee,Ohio,68,14
548,2010,2,1,Midwest,4,83,Maryland,Michigan St,85,5
549,2010,2,2,West,1,87,Syracuse,Gonzaga,65,8
550,2010,2,2,West,2,84,Kansas St,BYU,72,7
551,2010,2,2,West,3,68,Pittsburgh,Xavier,71,6
552,2010,2,2,West,5,54,Butler,Murray St,52,13
553,2010,2,3,East,1,90,Kentucky,Wake Forest,60,9
554,2010,2,3,East,2,68,West Virginia,Missouri,59,10
555,2010,2,3,East,3,64,New Mexico,Washington,82,11
556,2010,2,3,East,4,69,Wisconsin,Cornell,87,12
557,2010,2,4,South,1,68,Duke,California,53,8
558,2010,2,4,South,2,68,Villanova,St Marys,75,10
559,2010,2,4,South,3,76,Baylor,Old Dominion,68,11
560,2010,2,4,South,4,63,Purdue,Texas A&M,61,5
561,2010,3,1,Midwest,5,59,Michigan St,Northern Iowa,52,9
562,2010,3,1,Midwest,2,73,Ohio St,Tennessee,76,6
563,2010,3,2,West,1,59,Syracuse,Butler,63,5
564,2010,3,2,West,2,101,Kansas St,Xavier,96,6
565,2010,3,3,East,1,62,Kentucky,Cornell,45,12
566,2010,3,3,East,2,69,West Virginia,Washington,56,11
567,2010,3,4,South,1,70,Duke,Purdue,57,4
568,2010,3,4,South,3,72,Baylor,St Marys,49,10
569,2010,4,1,Midwest,5,70,Michigan St,Tennessee,69,6
570,2010,4,2,West,2,56,Kansas St,Butler,63,5
571,2010,4,3,East,1,66,Kentucky,West Virginia,73,2
572,2010,4,4,South,1,78,Duke,Baylor,71,3
573,2010,5,1,Final Four,5,52,Butler,Michigan St,50,5
574,2010,5,2,Final Four,1,78,Duke,West Virginia,57,2
575,2010,6,1,Championship,1,61,Duke,Butler,59,5
576,2011,0,0,First Four,16,61,Alabama St,Texas San Antonio,70,16
577,2011,0,0,First Four,12,52,UAB,Clemson,70,12
578,2011,0,0,First Four,11,46,USC,VCU,59,11
579,2011,0,0,First Four,16,77,Arkansas Little Rock,UNC Asheville,81,16
580,2011,1,1,East,1,75,Ohio St,Texas San Antonio,46,16
581,2011,1,1,East,2,102,North Carolina,Long Island Brooklyn,87,15
582,2011,1,1,East,3,77,Syracuse,Indiana St,60,14
583,2011,1,1,East,4,59,Kentucky,Princeton,57,13
584,2011,1,1,East,5,84,West Virginia,Clemson,78,12
585,2011,1,1,East,6,55,Xavier,Marquette,66,11
586,2011,1,1,East,7,68,Washington,Georgia,65,10
587,2011,1,1,East,8,61,George Mason,Villanova,57,9
588,2011,1,2,West,1,87,Duke,Hampton,45,16
589,2011,1,2,West,2,68,San Diego St,Northern Colorado,50,15
590,2011,1,2,West,3,81,Connecticut,Bucknell,52,14
591,2011,1,2,West,4,85,Texas,Oakland,81,13
592,2011,1,2,West,5,77,Arizona,Memphis,75,12
593,2011,1,2,West,6,78,Cincinnati,Missouri,63,11
594,2011,1,2,West,7,66,Temple,Penn St,64,10
595,2011,1,2,West,8,75,Michigan,Tennessee,45,9
596,2011,1,3,Southwest,1,72,Kansas,Boston University,53,16
597,2011,1,3,Southwest,2,69,Notre Dame,Akron,56,15
598,2011,1,3,Southwest,3,65,Purdue,St Peters,43,14
599,2011,1,3,Southwest,4,61,Louisville,Morehead St,62,13
600,2011,1,3,Southwest,5,66,Vanderbilt,Richmond,69,12
601,2011,1,3,Southwest,6,56,Georgetown,VCU,74,11
602,2011,1,3,Southwest,7,50,Texas A&M,Florida St,57,10
603,2011,1,3,Southwest,8,62,UNLV,Illinois,73,9
604,2011,1,4,Southeast,1,74,Pittsburgh,UNC Asheville,51,16
605,2011,1,4,Southeast,2,79,Florida,Santa Barbara,51,15
606,2011,1,4,Southeast,3,74,BYU,Wofford,66,14
607,2011,1,4,Southeast,4,72,Wisconsin,Belmont,58,13
608,2011,1,4,Southeast,5,73,Kansas St,Utah St,68,12
609,2011,1,4,Southeast,6,71,St Johns,Gonzaga,86,11
610,2011,1,4,Southeast,7,78,UCLA,Michigan St,76,10
611,2011,1,4,Southeast,8,60,Butler,Old Dominion,58,9
612,2011,2,1,East,1,98,Ohio St,George Mason,66,8
613,2011,2,1,East,2,86,North Carolina,Washington,83,7
614,2011,2,1,East,3,62,Syracuse,Marquette,66,11
615,2011,2,1,East,4,71,Kentucky,West Virginia,63,5
616,2011,2,2,West,1,73,Duke,Michigan,71,8
617,2011,2,2,West,2,71,San Diego St,Temple,64,7
618,2011,2,2,West,3,69,Connecticut,Cincinnati,58,6
619,2011,2,2,West,4,69,Texas,Arizona,70,5
620,2011,2,3,Southwest,1,73,Kansas,Illinois,59,9
621,2011,2,3,Southwest,2,57,Notre Dame,Florida St,71,10
622,2011,2,3,Southwest,3,76,Purdue,VCU,94,11
623,2011,2,3,Southwest,12,65,Richmond,Morehead St,48,13
624,2011,2,4,Southeast,1,70,Pittsburgh,Butler,71,8
625,2011,2,4,Southeast,2,73,Florida,UCLA,65,7
626,2011,2,4,Southeast,3,89,BYU,Gonzaga,67,11
627,2011,2,4,Southeast,4,70,Wisconsin,Kansas St,65,5
628,2011,3,1,East,1,60,Ohio St,Kentucky,62,4
629,2011,3,1,East,2,81,North Carolina,Marquette,63,11
630,2011,3,2,West,1,77,Duke,Arizona,93,5
631,2011,3,2,West,2,67,San Diego St,Connecticut,74,3
632,2011,3,3,Southwest,1,77,Kansas,Richmond,57,12
633,2011,3,3,Southwest,10,71,Florida St,VCU,72,11
634,2011,3,4,Southeast,4,54,Wisconsin,Butler,61,8
635,2011,3,4,Southeast,2,83,Florida,BYU,74,3
636,2011,4,1,East,2,69,North Carolina,Kentucky,76,4
637,2011,4,2,West,3,65,Connecticut,Arizona,63,5
638,2011,4,3,Southwest,1,61,Kansas,VCU,71,11
639,2011,4,4,Southeast,2,71,Florida,Butler,74,8
640,2011,5,1,Final Four,3,56,Connecticut,Kentucky,55,4
641,2011,5,2,Final Four,8,70,Butler,VCU,62,11
642,2011,6,1,Championship,3,53,Connecticut,Butler,41,8
643,2012,0,0,First Four,16,58,Mississippi Valley St,Western Kentucky,59,16
644,2012,0,0,First Four,14,78,BYU,Iona,72,14
645,2012,0,0,First Four,16,59,Lamar,Vermont,71,16
646,2012,0,0,First Four,12,54,California,South Florida,65,12
647,2012,1,1,South,1,81,Kentucky,Western Kentucky,66,16
648,2012,1,1,South,2,70,Duke,Lehigh,75,15
649,2012,1,1,South,3,68,Baylor,South Dakota St,60,14
650,2012,1,1,South,4,79,Indiana,New Mexico St,66,13
651,2012,1,1,South,5,59,Wichita St,VCU,62,12
652,2012,1,1,South,6,64,UNLV,Colorado,68,11
653,2012,1,1,South,7,63,Notre Dame,Xavier,67,10
654,2012,1,1,South,8,77,Iowa St,Connecticut,64,9
655,2012,1,2,West,1,89,Michigan St,Long Island Brooklyn,67,16
656,2012,1,2,West,2,84,Missouri,Norfolk St,86,15
657,2012,1,2,West,3,88,Marquette,BYU,68,14
658,2012,1,2,West,4,69,Louisville,Davidson,62,13
659,2012,1,2,West,5,75,New Mexico,Long Beach St,68,12
660,2012,1,2,West,6,58,Murray St,Colorado St,41,11
661,2012,1,2,West,7,71,Florida,Virginia,45,10
662,2012,1,2,West,8,54,Memphis,St Louis,61,9
663,2012,1,3,East,1,72,Syracuse,UNC Asheville,65,16
664,2012,1,3,East,2,78,Ohio St,Loyola Maryland,59,15
665,2012,1,3,East,3,86,Florida St,St Bonaventure,63,14
666,2012,1,3,East,4,73,Wisconsin,Montana,49,13
667,2012,1,3,East,5,79,Vanderbilt,Harvard,70,12
668,2012,1,3,East,6,65,Cincinnati,Texas,59,11
669,2012,1,3,East,7,77,Gonzaga,West Virginia,54,10
670,2012,1,3,East,8,70,Kansas St,Southern Mississippi,64,9
671,2012,1,4,Midwest,1,77,North Carolina,Vermont,58,16
672,2012,1,4,Midwest,2,65,Kansas,Detroit,50,15
673,2012,1,4,Midwest,3,74,Georgetown,Belmont,59,14
674,2012,1,4,Midwest,4,60,Michigan,Ohio,65,13
675,2012,1,4,Midwest,5,44,Temple,South Florida,58,12
676,2012,1,4,Midwest,6,65,San Diego St,NC State,79,11
677,2012,1,4,Midwest,7,69,St Marys,Purdue,72,10
678,2012,1,4,Midwest,8,58,Creighton,Alabama,57,9
679,2012,2,1,South,1,87,Kentucky,Iowa St,71,8
680,2012,2,1,South,10,70,Xavier,Lehigh,58,15
681,2012,2,1,South,3,80,Baylor,Colorado,63,11
682,2012,2,1,South,4,63,Indiana,VCU,61,12
683,2012,2,2,West,1,65,Michigan St,St Louis,61,9
684,2012,2,2,West,7,84,Florida,Norfolk St,50,15
685,2012,2,2,West,3,62,Marquette,Murray St,53,6
686,2012,2,2,West,4,59,Louisville,New Mexico,58,5
687,2012,2,3,East,1,75,Syracuse,Kansas St,59,8
688,2012,2,3,East,2,73,Ohio St,Gonzaga,66,7
689,2012,2,3,East,3,56,Florida St,Cincinnati,62,6
690,2012,2,3,East,4,60,Wisconsin,Vanderbilt,57,5
691,2012,2,4,Midwest,1,87,North Carolina,Creighton,73,8
692,2012,2,4,Midwest,2,63,Kansas,Purdue,60,10
693,2012,2,4,Midwest,3,63,Georgetown,NC State,88,11
694,2012,2,4,Midwest,12,56,South Florida,Ohio,62,13
695,2012,3,1,South,1,102,Kentucky,Indiana,90,4
696,2012,3,1,South,3,75,Baylor,Xavier,70,10
697,2012,3,2,West,1,44,Michigan St,Louisville,57,4
698,2012,3,2,West,3,58,Marquette,Florida,68,7
699,2012,3,3,East,1,84,Syracuse,Wisconsin,83,4
700,2012,3,3,East,2,81,Ohio St,Cincinnati,66,6
701,2012,3,4,Midwest,1,73,North Carolina,Ohio,65,13
702,2012,3,4,Midwest,2,60,Kansas,NC State,57,11
703,2012,4,1,South,1,82,Kentucky,Baylor,70,3
704,2012,4,2,West,4,72,Louisville,Florida,68,7
705,2012,4,3,East,1,70,Syracuse,Ohio St,77,2
706,2012,4,4,Midwest,1,67,North Carolina,Kansas,80,2
707,2012,5,1,Final Four,1,69,Kentucky,Louisville,61,4
708,2012,5,2,Final Four,2,64,Kansas,Ohio St,62,2
709,2012,6,1,Championship,1,67,Kentucky,Kansas,59,2
710,2013,0,0,First Four,16,72,Liberty,North Carolina A&T,73,16
711,2013,0,0,First Four,11,54,Middle Tennessee St,St Marys,67,11
712,2013,0,0,First Four,16,68,James Madison,Long Island Brooklyn,55,16
713,2013,0,0,First Four,13,71,Boise St,La Salle,80,13
714,2013,1,1,Midwest,1,79,Louisville,North Carolina A&T,48,16
715,2013,1,1,Midwest,2,73,Duke,Albany,61,15
716,2013,1,1,Midwest,3,65,Michigan St,Valparaiso,54,14
717,2013,1,1,Midwest,4,64,St Louis,New Mexico St,44,13
718,2013,1,1,Midwest,5,55,Oklahoma St,Oregon,68,12
719,2013,1,1,Midwest,6,54,Memphis,St Marys,52,11
720,2013,1,1,Midwest,7,67,Creighton,Cincinnati,63,10
721,2013,1,1,Midwest,8,84,Colorado St,Missouri,72,9
722,2013,1,2,West,1,64,Gonzaga,Southern,58,16
723,2013,1,2,West,2,95,Ohio St,Iona,70,15
724,2013,1,2,West,3,62,New Mexico,Harvard,68,14
725,2013,1,2,West,4,61,Kansas St,La Salle,63,13
726,2013,1,2,West,5,46,Wisconsin,Ole Miss,57,12
727,2013,1,2,West,6,81,Arizona,Belmont,64,11
728,2013,1,2,West,7,58,Notre Dame,Iowa St,76,10
729,2013,1,2,West,8,55,Pittsburgh,Wichita St,73,9
730,2013,1,3,South,1,64,Kansas,Western Kentucky,57,16
731,2013,1,3,South,2,68,Georgetown,Florida Gulf Coast,78,15
732,2013,1,3,South,3,79,Florida,Northwestern St,47,14
733,2013,1,3,South,4,71,Michigan,South Dakota St,56,13
734,2013,1,3,South,5,88,VCU,Akron,42,12
735,2013,1,3,South,6,63,UCLA,Minnesota,83,11
736,2013,1,3,South,7,70,San Diego St,Oklahoma,55,10
737,2013,1,3,South,8,78,North Carolina,Villanova,71,9
738,2013,1,4,East,1,83,Indiana,James Madison,62,16
739,2013,1,4,East,2,78,Miami,Pacific,49,15
740,2013,1,4,East,3,59,Marquette,Davidson,58,14
741,2013,1,4,East,4,81,Syracuse,Montana,34,13
742,2013,1,4,East,5,61,UNLV,California,64,12
743,2013,1,4,East,6,68,Butler,Bucknell,56,11
744,2013,1,4,East,7,57,Illinois,Colorado,49,10
745,2013,1,4,East,8,72,NC State,Temple,76,9
746,2013,2,1,Midwest,1,82,Louisville,Colorado St,56,8
747,2013,2,1,Midwest,2,66,Duke,Creighton,50,7
748,2013,2,1,Midwest,3,70,Michigan St,Memphis,48,6
749,2013,2,1,Midwest,4,57,St Louis,Oregon,74,12
750,2013,2,2,West,1,70,Gonzaga,Wichita St,76,9
751,2013,2,2,West,2,78,Ohio St,Iowa St,75,10
752,2013,2,2,West,6,74,Arizona,Harvard,51,14
753,2013,2,2,West,12,74,Ole Miss,La Salle,76,13
754,2013,2,3,South,1,70,Kansas,North Carolina,58,8
755,2013,2,3,South,7,71,San Diego St,Florida Gulf Coast,81,15
756,2013,2,3,South,3,78,Florida,Minnesota,64,11
757,2013,2,3,South,4,78,Michigan,VCU,53,5
758,2013,2,4,East,1,58,Indiana,Temple,52,9
759,2013,2,4,East,2,63,Miami,Illinois,59,7
760,2013,2,4,East,3,74,Marquette,Butler,72,6
761,2013,2,4,East,4,66,Syracuse,California,60,12
762,2013,3,1,Midwest,1,77,Louisville,Oregon,69,12
763,2013,3,1,Midwest,2,71,Duke,Michigan St,61,3
764,2013,3,2,West,9,72,Wichita St,La Salle,58,13
765,2013,3,2,West,2,73,Ohio St,Arizona,70,6
766,2013,3,3,South,1,85,Kansas,Michigan,87,4
767,2013,3,3,South,3,62,Florida,Florida Gulf Coast,50,15
768,2013,3,4,East,1,50,Indiana,Syracuse,61,4
769,2013,3,4,East,2,61,Miami,Marquette,71,3
770,2013,4,1,Midwest,1,85,Louisville,Duke,63,2
771,2013,4,2,West,2,66,Ohio St,Wichita St,70,9
772,2013,4,3,South,3,59,Florida,Michigan,79,4
773,2013,4,4,East,3,39,Marquette,Syracuse,55,4
774,2013,5,1,Final Four,1,72,Louisville,Wichita St,68,9
775,2013,5,2,Final Four,4,56,Syracuse,Michigan,61,4
776,2013,6,1,Championship,1,82,Louisville,Michigan,76,4
777,2014,0,0,First Four,16,64,Mount St Marys,Albany,71,16
778,2014,0,0,First Four,12,59,Xavier,NC State,74,12
779,2014,0,0,First Four,16,69,Texas Southern,Cal Poly,81,16
780,2014,0,0,First Four,11,78,Tennessee,Iowa,65,11
781,2014,1,1,South,1,67,Florida,Albany,55,16
782,2014,1,1,South,2,80,Kansas,Eastern Kentucky,69,15
783,2014,1,1,South,3,77,Syracuse,Western Michigan,53,14
784,2014,1,1,South,4,76,UCLA,Tulsa,59,13
785,2014,1,1,South,5,75,VCU,Stephen F Austin,77,12
786,2014,1,1,South,6,59,Ohio St,Dayton,60,11
787,2014,1,1,South,7,53,New Mexico,Stanford,58,10
788,2014,1,1,South,8,48,Colorado,Pittsburgh,77,9
789,2014,1,2,East,1,70,Virginia,Coastal Carolina,59,16
790,2014,1,2,East,2,73,Villanova,Wisconsin Milwaukee,53,15
791,2014,1,2,East,3,93,Iowa St,North Carolina Central,75,14
792,2014,1,2,East,4,93,Michigan St,Delaware,78,13
793,2014,1,2,East,5,57,Cincinnati,Harvard,61,12
794,2014,1,2,East,6,79,North Carolina,Providence,77,11
795,2014,1,2,East,7,89,Connecticut,St Josephs,81,10
796,2014,1,2,East,8,71,Memphis,George Washington,66,9
797,2014,1,3,West,1,88,Arizona,Weber St,59,16
798,2014,1,3,West,2,75,Wisconsin,American,35,15
799,2014,1,3,West,3,76,Creighton,Louisiana Lafayette,66,14
800,2014,1,3,West,4,73,San Diego St,New Mexico St,69,13
801,2014,1,3,West,5,75,Oklahoma,North Dakota St,80,12
802,2014,1,3,West,6,74,Baylor,Nebraska,60,11
803,2014,1,3,West,7,87,Oregon,BYU,68,10
804,2014,1,3,West,8,85,Gonzaga,Oklahoma St,77,9
805,2014,1,4,Midwest,1,64,Wichita St,Cal Poly,37,16
806,2014,1,4,Midwest,2,57,Michigan,Wofford,40,15
807,2014,1,4,Midwest,3,71,Duke,Mercer,78,14
808,2014,1,4,Midwest,4,71,Louisville,Manhattan,64,13
809,2014,1,4,Midwest,5,83,St Louis,NC State,80,12
810,2014,1,4,Midwest,6,67,Massachusetts,Tennessee,86,11
811,2014,1,4,Midwest,7,87,Texas,Arizona St,85,10
812,2014,1,4,Midwest,8,56,Kentucky,Kansas St,49,9
813,2014,2,1,South,1,61,Florida,Pittsburgh,45,9
814,2014,2,1,South,2,57,Kansas,Stanford,60,10
815,2014,2,1,South,3,53,Syracuse,Dayton,55,11
816,2014,2,1,South,4,77,UCLA,Stephen F Austin,60,12
817,2014,2,2,East,1,78,Virginia,Memphis,60,8
818,2014,2,2,East,2,65,Villanova,Connecticut,77,7
819,2014,2,2,East,3,85,Iowa St,North Carolina,83,6
820,2014,2,2,East,4,80,Michigan St,Harvard,73,12
821,2014,2,3,West,1,84,Arizona,Gonzaga,81,8
822,2014,2,3,West,2,85,Wisconsin,Oregon,77,7
823,2014,2,3,West,3,55,Creighton,Baylor,85,6
824,2014,2,3,West,4,63,San Diego St,North Dakota St,44,12
825,2014,2,4,Midwest,1,76,Wichita St,Kentucky,78,8
826,2014,2,4,Midwest,2,79,Michigan,Texas,65,7
827,2014,2,4,Midwest,11,83,Tennessee,Mercer,63,14
828,2014,2,4,Midwest,4,66,Louisville,St Louis,51,5
829,2014,3,1,South,1,79,Florida,UCLA,68,4
830,2014,3,1,South,10,72,Stanford,Dayton,82,11
831,2014,3,2,East,1,59,Virginia,Michigan St,61,4
832,2014,3,2,East,3,76,Iowa St,Connecticut,81,7
833,2014,3,3,West,1,70,Arizona,San Diego St,64,4
834,2014,3,3,West,2,69,Wisconsin,Baylor,52,6
835,2014,3,4,Midwest,4,69,Louisville,Kentucky,74,8
836,2014,3,4,Midwest,2,73,Michigan,Tennessee,71,11
837,2014,4,1,South,1,62,Florida,Dayton,52,11
838,2014,4,2,East,4,54,Michigan St,Connecticut,60,7
839,2014,4,3,West,1,63,Arizona,Wisconsin,64,2
840,2014,4,4,Midwest,2,72,Michigan,Kentucky,75,8
841,2014,5,1,Final Four,1,53,Florida,Connecticut,63,7
842,2014,5,2,Final Four,2,73,Wisconsin,Kentucky,74,8
843,2014,6,1,Championship,7,60,Connecticut,Kentucky,54,8
844,2015,0,0,First Four,16,64,Manhattan,Hampton,74,16
845,2015,0,0,First Four,11,94,Ole Miss,BYU,90,11
846,2015,0,0,First Four,11,55,Boise St,Dayton,56,11
847,2015,0,0,First Four,16,77,North Florida,Robert Morris,81,16
848,2015,1,1,Midwest,1,79,Kentucky,Hampton,56,16
849,2015,1,1,Midwest,2,75,Kansas,New Mexico St,56,15
850,2015,1,1,Midwest,3,69,Notre Dame,Northeastern,65,14
851,2015,1,1,Midwest,4,65,Maryland,Valparaiso,62,13
852,2015,1,1,Midwest,5,68,West Virginia,Buffalo,62,12
853,2015,1,1,Midwest,6,56,Butler,Texas,48,11
854,2015,1,1,Midwest,7,81,Wichita St,Indiana,76,10
855,2015,1,1,Midwest,8,66,Cincinnati,Purdue,65,9
856,2015,1,2,West,1,86,Wisconsin,Coastal Carolina,72,16
857,2015,1,2,West,2,93,Arizona,Texas Southern,72,15
858,2015,1,2,West,3,56,Baylor,Georgia St,57,14
859,2015,1,2,West,4,67,North Carolina,Harvard,65,13
860,2015,1,2,West,5,56,Arkansas,Wofford,53,12
861,2015,1,2,West,6,76,Xavier,Ole Miss,57,11
862,2015,1,2,West,7,72,VCU,Ohio St,75,10
863,2015,1,2,West,8,79,Oregon,Oklahoma St,73,9
864,2015,1,3,East,1,93,Villanova,Lafayette,52,16
865,2015,1,3,East,2,79,Virginia,Belmont,67,15
866,2015,1,3,East,3,69,Oklahoma,Albany,60,14
867,2015,1,3,East,4,57,Louisville,Cal Irvine,55,13
868,2015,1,3,East,5,71,Northern Iowa,Wyoming,54,12
869,2015,1,3,East,6,53,Providence,Dayton,66,11
870,2015,1,3,East,7,70,Michigan St,Georgia,63,10
871,2015,1,3,East,8,66,NC State,LSU,65,9
872,2015,1,4,South,1,85,Duke,Robert Morris,56,16
873,2015,1,4,South,2,86,Gonzaga,North Dakota St,76,15
874,2015,1,4,South,3,59,Iowa St,UAB,60,14
875,2015,1,4,South,4,84,Georgetown,Eastern Washington,74,13
876,2015,1,4,South,5,57,Utah,Stephen F Austin,50,12
877,2015,1,4,South,6,59,SMU,UCLA,60,11
878,2015,1,4,South,7,83,Iowa,Davidson,52,10
879,2015,1,4,South,8,76,San Diego St,St Johns,64,9
880,2015,2,1,Midwest,1,64,Kentucky,Cincinnati,51,8
881,2015,2,1,Midwest,2,65,Kansas,Wichita St,78,7
882,2015,2,1,Midwest,3,67,Notre Dame,Butler,64,6
883,2015,2,1,Midwest,4,59,Maryland,West Virginia,69,5
884,2015,2,2,West,1,72,Wisconsin,Oregon,65,8
885,2015,2,2,West,2,73,Arizona,Ohio St,58,10
886,2015,2,2,West,6,75,Xavier,Georgia St,67,14
887,2015,2,2,West,4,87,North Carolina,Arkansas,78,5
888,2015,2,3,East,1,68,Villanova,NC State,71,8
